Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name_Length,Is_Sequel,Console_Maker,Competition_Index,Publisher_Experience,Hit_Target,Critic_Score,User_Score,Total_Rating_Count,IGDB_Genres
17812,Dance with Devils: My Carol,PSV,2018,Visual Novel,Rejet,0,0,0.01,0,0.01,27,1,Sony,1570,1.791759469,0,0,0,0,Visual Novel
17813,Sakura-Sou no Pet na Kanojo,PSV,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01,27,0,Sony,1893,1.609437912,0,0,0,0,Visual Novel
17814,Sakura-Sou no Pet na Kanojo,PSP,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01,27,0,Sony,1893,1.791759469,0,0,0,0,Visual Novel
17815,Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.01,34,1,Nintendo,1831,4.828313737,0,0,0,0,Fighting
17816,Mini Desktop Racing,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01,19,0,Nintendo,2687,1.945910149,0,0,0,0,Racing
17817,WTA Tour Tennis,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,15,0,Microsoft,1831,4.836281907,0,0,0,0,Sport
17818,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002,Misc,Media Entertainment,0,0,0.01,0,0.01,65,1,Sony,1831,2.197224577,0,0,0,0,
17819,1/2 Summer +,PSP,2013,Adventure,Kaga Create,0,0,0.01,0,0.01,12,0,Sony,1893,0,0,30,50,1,Sport
17820,Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007,Adventure,Prototype,0,0,0.01,0,0.01,46,1,Sony,2687,1.945910149,0,0,0,0,Role-playing (RPG)|Adventure|Visual Novel
17821,Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen,PS2,2007,Adventure,Prototype,0,0,0.01,0,0.01,54,1,Sony,2687,2.079441542,0,0,0,0,
17822,Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01,17,0,Sony,2687,2.995732274,0,0,0,0,Role-playing (RPG)|Strategy|Turn-based strategy (TBS)
17823,Casper,GBA,2002,Adventure,Microids,0.01,0,0,0,0.01,6,0,Nintendo,1831,2.079441542,0,0,57,0,Adventure
17824,Deal or No Deal,PC,2006,Misc,Focus Home Interactive,0,0.01,0,0,0.01,15,0,PC,2257,1.098612289,0,16,16,1,Quiz/Trivia
17825,Ashita no Joe 2: The Anime Super Remix,PS2,2002,Fighting,Capcom,0,0,0.01,0,0.01,38,1,Sony,1831,4.644390899,0,0,0,0,Fighting|Sport
17826,RalliSport Challenge (JP sales),XB,2002,Racing,Microsoft,0,0,0.01,0,0.01,31,0,Microsoft,1831,2.772588722,0,90.25,87.35852055,16,Racing|Simulator|Sport
17827,Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01,42,1,Sony,2687,3.555348061,0,0,0,0,Fighting|Role-playing (RPG)|Strategy|Adventure
17828,Tsuyo Kiss 3 Portable,PSP,2012,Action,NetRevo,0,0,0.01,0,0.01,21,0,Sony,1737,0.693147181,0,0,0,0,
17829,Trailblazers,NS,2018,Racing,Rising Star Games,0.01,0,0,0,0.01,12,0,Other,1570,4.753590191,0,60,65,4,Racing|Sport|Indie|Arcade
17830,SteamWorld Dig 2,NS,2018,Platform,Rising Star Games,0.01,0,0,0,0.01,16,1,Other,1570,4.744932128,0,89.09090909,85.78368209,197,Platform|Puzzle|Adventure|Indie
17831,Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01,0,0,0,0.01,24,0,Microsoft,1737,6.463029457,0,46.75,31.82600074,16,Fighting
17832,Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games,0,0,0.01,0,0.01,33,1,Sony,1737,6.461468176,0,0,0,0,Fighting
17833,Flipping Death,NS,2018,Adventure,Rising Star,0.01,0,0,0,0.01,14,0,Other,1570,2.63905733,0,74.5,77.11991075,11,Platform|Puzzle|Adventure|Indie
17834,Jagged Alliance: Rage!,XOne,2018,Strategy,THQ Nordic,0.01,0,0,0,0.01,22,1,Microsoft,1570,4.204692619,0,50,50,5,Role-playing (RPG)|Simulator|Strategy|Turn-based strategy (TBS)|Tactical|Adventure
17835,Jagged Alliance: Rage!,PS4,2018,Strategy,THQ Nordic,0.01,0,0,0,0.01,22,1,Sony,1570,4.219507705,0,50,50,5,Role-playing (RPG)|Simulator|Strategy|Turn-based strategy (TBS)|Tactical|Adventure
17836,This Is the Police 2,NS,2018,Strategy,THQ Nordic,0.01,0,0,0,0.01,20,1,Other,1570,4.234106505,0,63,68.45807246,34,Simulator|Strategy|Turn-based strategy (TBS)|Tactical|Adventure|Indie|Visual Novel
17837,Super Neptunia RPG,PS4,2019,Role-Playing,Idea Factory International,0,0,0.01,0,0.01,18,0,Sony,1306,3.33220451,0,53.66666667,61.83333333,5,Platform|Role-playing (RPG)|Adventure
17838,Eiyuu * Senki,PS3,2013,Misc,5pb,0,0,0.01,0,0.01,13,0,Sony,1893,4.454347296,0,0,0,0,
17839,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,2019,Role-Playing,Nintendo,0,0,0.01,0,0.01,59,1,Nintendo,1306,7.13009851,0,0,0,0,
17840,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013,Adventure,5pb,0,0,0.01,0,0.01,45,1,Sony,1893,4.442651256,0,0,0,0,
17841,The Princess Guide,NS,2019,Role-Playing,NIS America,0,0,0.01,0,0.01,18,0,Other,1306,4.990432587,0,55,55,1,Role-playing (RPG)|Strategy
17842,The Princess Guide,PS4,2019,Role-Playing,NIS America,0,0,0.01,0,0.01,18,0,Sony,1306,4.983606622,0,55,55,1,Role-playing (RPG)|Strategy
17843,RPG Maker MV,PS4,2019,Misc,NIS America,0,0,0.01,0,0.01,12,0,Sony,1306,4.976733742,0,0,0,0,Role-playing (RPG)|Simulator
17844,RPG Maker MV,NS,2019,Misc,NIS America,0,0,0.01,0,0.01,12,0,Other,1306,4.9698133,0,0,0,0,Role-playing (RPG)|Simulator
17845,Disorder 6,PS3,2013,Visual Novel,5pb,0,0,0.01,0,0.01,10,1,Sony,1893,4.430816799,0,0,0,0,
17846,Fireman Sam: Action Stations,DS,2013,Action,Avanquest Software,0,0.01,0,0,0.01,28,1,Nintendo,1893,2.63905733,0,0,0,0,
17847,Armored Core: Verdict Day,X360,2013,Shooter,Bandai Namco Games,0,0,0.01,0,0.01,25,1,Microsoft,1893,2.302585093,0,72.4,73.7,6,Fighting|Shooter|Real Time Strategy (RTS)|Simulator|Strategy
17848,Onimusha: Warlords,NS,2019,Action-Adventure,Capcom,0,0,0.01,0,0.01,18,1,Other,1306,6.735780014,0,75.125,78.16721726,40,"Role-playing (RPG), Adventure"
17849,Giana Sisters: Twisted Dreams,NS,2018,Platform,THQ Nordic,0.01,0,0,0,0.01,29,1,Other,1570,4.248495242,0,76.5,79.75,3,Platform|Puzzle|Arcade
17850,Harry Potter and the Chamber of Secrets,PC,2002,Action,Electronic Arts,0,0.01,0,0,0.01,39,0,PC,1831,5.293304825,0,0,0,0,Adventure
17851,Isshoni Gohan. Portable,PSP,2013,Adventure,Boost On,0,0,0.01,0,0.01,23,0,Sony,1893,1.098612289,0,0,0,0,Adventure|Visual Novel
17852,Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0,0.01,0,0,0.01,26,0,PC,1831,5.298317367,0,59,63.86395825,90,Shooter|Strategy
17853,Root Double: Before Crime * After Days,X360,2012,Visual Novel,Yeti,0,0,0.01,0,0.01,38,1,Microsoft,1737,2.564949357,0,0,0,0,
17854,Root Double: Before Crime After Days,X360,2012,Action,Yeti,0,0,0.01,0,0.01,36,1,Microsoft,1737,2.48490665,0,0,0,0,
17855,World End Syndrome,NS,2019,Visual Novel,Arc System Works,0,0,0.01,0,0.01,18,0,Other,1306,4.820281566,0,0,90,3,Role-playing (RPG)|Adventure|Visual Novel
17856,Dynamic Chord feat. Apple-Polisher: V Edition,PSV,2018,Adventure,honeybee,0,0,0.01,0,0.01,45,1,Sony,1570,2.772588722,0,0,0,0,
17857,Maitetsu: Pure Station,PS4,2018,Visual Novel,Yeti,0,0,0.01,0,0.01,22,1,Sony,1570,2.772588722,0,0,0,0,Role-playing (RPG)|Adventure|Visual Novel
17858,Gungrave VR,PS4,2018,Shooter,Xseed Games,0.01,0,0,0,0.01,11,0,Sony,1570,4.543294782,0,35,35,3,Shooter
17859,London Detective Mysteria,PSV,2018,Visual Novel,Xseed Games,0,0,0.01,0,0.01,25,0,Sony,1570,4.532599493,0,77.5,73.75,4,Adventure|Visual Novel
17860,Phantom Breaker,PS3,2013,Misc,5pb,0,0,0.01,0,0.01,15,0,Sony,1893,4.465908119,0,0,85,2,Fighting|Arcade
17861,Hanasaku Manimani,PSP,2013,Misc,5pb,0,0,0.01,0,0.01,17,0,Sony,1893,4.477336814,0,0,0,0,Visual Novel
17862,Muv-Luv Alternative: Total Eclipse,X360,2013,Misc,5pb,0,0,0.01,0,0.01,34,1,Microsoft,1893,4.48863637,0,0,0,0,Adventure|Visual Novel
17863,Steel Horizon,PSP,2007,Strategy,Konami,0.01,0,0,0,0.01,13,0,Sony,2687,6.00635316,0,60,53.5,1,Strategy
17864,Turbo Trainz,Wii,2020,Racing,Unknown,0,0.01,0,0,0.01,12,0,Nintendo,1472,7.33628566,0,0,0,0,
17865,Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision,0.01,0,0,0,0.01,34,0,Nintendo,1893,7.092573716,0,0,0,0,Hack and slash/Beat 'em up
17866,Teenage Mutant Ninja Turtles: Out of the Shadows,X360,2013,Misc,Activision,0,0.01,0,0,0.01,48,1,Microsoft,1893,7.093404626,0,38.57142857,41.54000692,18,Hack and slash/Beat 'em up|Adventure
17867,Mitsu x Mitsu Drops: Love x Love Honey Life,PS2,2006,Adventure,Idea Factory,0,0,0.01,0,0.01,43,1,Sony,2257,3.135494216,0,0,0,0,Visual Novel
17868,Hakuouki 3D,3DS,2013,Adventure,Aksys Games,0,0.01,0,0,0.01,11,0,Nintendo,1893,4.317488114,0,0,0,0,
17869,Mist of Chaos,PS3,2007,Action,Idea Factory,0,0,0.01,0,0.01,13,0,Sony,2687,3.36729583,0,0,0,0,Strategy
17870,Onigokko! Portable,PSP,2013,Adventure,Alchemist,0,0,0.01,0,0.01,18,0,Sony,1893,4.204692619,0,0,0,0,
17871,Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01,20,0,Sony,2687,4.219507705,0,74.8,77.1344271,41,Shooter|Arcade
17872,World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,22,0,Sony,2687,4.234106505,0,55.5,55.5,4,Fighting
17873,Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0,0,0.01,0,0.01,15,0,Sony,2687,0,0,0,0,0,Strategy|Adventure|Visual Novel
17874,Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0,0,0.01,0,0.01,25,0,Sony,2687,3.610917913,0,0,0,0,
17875,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2020,Action,Namco Bandai Games,0,0,0.01,0,0.01,78,1,Nintendo,1472,6.993932975,0,0,0,0,
17876,Stardust Amazoness,3DS,2013,Role-Playing,Arc System Works,0,0,0.01,0,0.01,18,0,Nintendo,1893,4.110873864,0,0,0,0,
17877,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01,14,0,PC,2687,0,0,70,60,1,Real Time Strategy (RTS)|Strategy
17878,Seisou no Amazones,3DS,2013,Role-Playing,Arc System Works,0,0,0.01,0,0.01,18,0,Nintendo,1893,4.127134385,0,0,0,0,Role-playing (RPG)
17879,Let It Die,PS4,2020,Action,GungHo,0,0.01,0.01,0,0.01,10,0,Sony,1472,3.36729583,0,0,0,0,Adventure|Indie
17880,Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01,19,1,Sony,1893,4.143134726,0,0,0,0,Adventure|Visual Novel
17881,Winx Club: Join the Club,PSP,2007,Platform,Konami,0.01,0,0,0,0.01,24,1,Sony,2687,5.996452089,0,0,0,0,
17882,Winning Eleven: Pro Evolution Soccer 2007,PC,2007,Sports,Konami,0,0.01,0,0,0.01,41,1,PC,2687,5.998936562,0,88,88,1,Sport
17883,Time Ace,DS,2007,Simulation,Konami,0.01,0,0,0,0.01,8,0,Nintendo,2687,6.001414878,0,53.33333333,51.66666667,3,Simulator
17884,Steel Horizon,DS,2007,Strategy,Konami,0.01,0,0,0,0.01,13,0,Nintendo,2687,6.003887067,0,60,53.5,1,Strategy
17885,Max: The Curse of Brotherhood,NS,2018,Action-Adventure,Wired Productions,0.01,0,0,0,0.01,29,1,Other,1570,2.708050201,0,73.6,71.77442551,64,Platform|Puzzle|Adventure
17886,Wordhunters,PS4,2018,Misc,Wired Productions,0.01,0,0,0,0.01,11,0,Sony,1570,2.63905733,0,73,73,1,Quiz/Trivia
17887,Just Deal With It,PS4,2018,Party,Wired Productions,0.01,0,0,0,0.01,17,0,Sony,1570,2.564949357,0,0,0,0,
17888,San-X: Chara Sagashi Land,DS,2007,Action,MTO,0,0,0.01,0,0.01,25,1,Nintendo,2687,3.737669618,0,0,0,0,
17889,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0,0,0,0.01,13,0,Nintendo,2687,3.610917913,0,0,0,0,
17890,Turbo: Super Stunt Squad,X360,2013,Sports,D3Publisher,0,0.01,0,0,0.01,24,1,Microsoft,1893,5.303304908,0,48,61.5,3,Racing
17891,Dream C Club Zero,PS3,2013,Simulation,D3Publisher,0,0,0.01,0,0.01,17,0,Sony,1893,5.308267697,0,0,0,0,
17892,Regular Show: Mordecai & Rigby in 8-Bit Land,3DS,2013,Action-Adventure,D3Publisher,0,0,0,0,0.01,44,1,Nintendo,1893,5.313205979,0,0,0,0,
17893,GRIP: Combat Racing,PS4,2018,Racing,U&I Entertainment,0.01,0,0,0,0.01,19,1,Sony,1570,0.693147181,0,0,0,0,
17894,Vitamin Z: Graduation,PSP,2013,Misc,D3Publisher,0,0,0.01,0,0.01,21,1,Sony,1893,5.318119994,0,0,0,0,Adventure|Visual Novel
17895,Icewind Dale II,PC,2002,Role-Playing,Interplay,0,0.01,0,0,0.01,15,0,PC,1831,3.496507561,0,86,83.90453975,78,Role-playing (RPG)|Strategy
17896,Super Bubble Pop,XB,2002,Puzzle,Jaleco,0.01,0,0,0,0.01,16,0,Microsoft,1831,2.564949357,0,0,0,0,
17897,Tokimeki Memorial: Forever with You,PSP,2006,Simulation,Konami,0,0,0.01,0,0.01,35,1,Sony,2257,5.891644212,0,0,0,0,Simulator|Visual Novel
17898,Pocket Racers,PSP,2006,Racing,Konami,0.01,0,0,0,0.01,13,0,Sony,2257,5.894402834,0,0,0,0,Racing
17899,Crazy Chase,GBA,2002,Platform,Kemco,0,0,0,0,0.01,11,0,Nintendo,1831,2.564949357,0,0,0,0,Platform
17900,Woody Woodpecker in Crazy Castle 5,GBA,2002,Platform,Kemco,0.01,0,0,0,0.01,34,1,Nintendo,1831,2.63905733,0,0,0,0,Platform|Puzzle
17901,Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,15,0,Sony,2687,3.871201011,0,0,0,0,
17902,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01,40,0,Nintendo,2687,3.891820298,0,0,0,0,
17903,Gurumin: A Monstrous Adventure,PSP,2007,Role-Playing,Mastiff,0.01,0,0,0,0.01,30,1,Sony,2687,2.302585093,0,84.66666667,82.31328692,10,Platform|Role-playing (RPG)|Hack and slash/Beat 'em up|Adventure
17904,Cafe Cuillere,PSV,2018,Visual Novel,Takuyo,0,0,0.01,0,0.01,13,0,Sony,1570,3.433987204,0,0,0,0,Visual Novel
17905,Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0,0,0,0.01,28,1,Nintendo,1831,2.708050201,0,0,41,1,Puzzle
17906,Egg Mania: Eggstreme Madness,XB,2002,Puzzle,Kemco,0.01,0,0,0,0.01,28,1,Microsoft,1831,2.772588722,0,0,41,1,Puzzle
17907,Titan Quest,NS,2018,Action,THQ Nordic,0.01,0,0,0,0.01,11,0,Other,1570,4.290459441,0,81.25,79.33555068,185,Role-playing (RPG)|Hack and slash/Beat 'em up
17908,Darksiders III,PC,2018,Action,THQ Nordic,0,0.01,0,0,0.01,14,0,PC,1570,4.276666119,0,64.9375,68.31945244,143,Role-playing (RPG)|Hack and slash/Beat 'em up|Adventure
17909,Legend of Kay Anniversary,NS,2018,Action-Adventure,THQ Nordic,0,0.01,0,0,0.01,25,0,Other,1570,4.262679877,0,61,60.45495565,13,Platform|Role-playing (RPG)|Adventure|Arcade
17910,Nancy Drew: The Deadly Secret of Olde World Park,DS,2007,Adventure,Majesco,0,0,0,0,0.01,48,1,Nintendo,2687,4.219507705,0,0,0,0,Puzzle|Adventure
17911,Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0,0,0.01,0,0.01,37,1,Nintendo,2687,3.713572067,0,0,0,0,
17912,LEGO Batman 2: DC Super Heroes,PC,2012,Action-Adventure,Warner Bros. Interactive Entertainment,0,0.01,0,0,0.01,30,1,PC,1737,4.94875989,0,80.7,77.04740351,147,Platform|Hack and slash/Beat 'em up|Adventure
17913,World War II Combat: Iwo Jima,XB,2006,Shooter,Groove Games,0.01,0,0,0,0.01,29,1,Microsoft,2257,1.945910149,0,0,0,0,Shooter
17914,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,47,1,Sony,2257,4.007333185,0,67,67,2,Fighting
17915,SoulLink Extension,PS2,2006,Adventure,Interchannel,0,0,0.01,0,0.01,18,0,Sony,2257,1.791759469,0,0,0,0,
17916,Far East of Eden II: Manji Maru,DS,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01,31,1,Nintendo,2257,4.025351691,0,60,60,1,Role-playing (RPG)
17917,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01,36,1,Sony,2257,4.007333185,0,0,0,0,
17918,Brothers in Arms: Furious 4,X360,2012,Shooter,Ubisoft,0.01,0,0,0,0.01,27,1,Microsoft,1737,7.17395832,0,0,0,0,Shooter
17919,Darkstalkers Resurrection,X360,2013,Misc,Capcom,0,0,0.01,0,0.01,25,0,Microsoft,1893,6.475432717,0,79.2,76.08106533,17,Fighting|Arcade
17920,DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,0.01,0,0.01,22,0,Microsoft,1893,2.833213344,0,0,0,0,Shooter|Arcade
17921,Teenage Mutant Ninja Turtles,VC,2007,Platform,Konami Digital Entertainment,0,0.01,0,0,0.01,28,0,Nintendo,2687,5.932245187,0,42,51.94146284,47,Hack and slash/Beat 'em up
17922,Pro Evolution Soccer 2008,PC,2007,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01,25,1,PC,2687,5.934894196,0,0,0,0,"Simulator, Sport"
17923,Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0,0.01,0,0,0.01,28,0,Nintendo,2687,5.937536205,0,42,51.94146284,47,Hack and slash/Beat 'em up
17924,Festa!! Hyper Girls Party,PS2,2006,Adventure,KID,0,0,0.01,0,0.01,25,0,Sony,2257,3.931825633,0,0,0,0,Adventure
17925,Yoku's Island Express,PS4,2018,Action,Villa Gorilla,0.01,0,0,0,0.01,21,0,Sony,1570,1.098612289,0,0,0,0,
17926,Yoku's Island Express,NS,2018,Action,Villa Gorilla,0.01,0,0,0,0.01,21,0,Other,1570,0.693147181,0,0,0,0,
17927,Far Cry 3: Classic Edition,PS4,2018,Action-Adventure,Ubisoft,0,0,0.01,0,0.01,26,1,Sony,1570,7.400620577,0,80,82.13891327,36,Shooter|Adventure
17928,Hasbro Game Night for Nintendo Switch,NS,2018,Party,Ubisoft,0,0.01,0,0,0.01,37,0,Other,1570,7.400009517,0,0,0,0,Quiz/Trivia
17929,Legendary Fishing,NS,2018,Sports,Ubisoft,0.01,0,0,0,0.01,17,0,Other,1570,7.399398083,0,0,0,0,Simulator|Sport|Adventure
17930,Animal Snap: Rescue Them 2 By 2,GBA,2002,Puzzle,Ignition Entertainment,0,0,0,0,0.01,31,1,Nintendo,1831,1.098612289,0,0,0,0,Puzzle
17931,Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01,35,0,Nintendo,2687,5.940171253,0,0,0,0,
17932,Gakuen Alice: KiraKira * Memory Kiss,PS2,2006,Adventure,Kids Station,0,0,0.01,0,0.01,36,1,Sony,2257,2.302585093,0,0,0,0,Simulator|Adventure|Visual Novel
17933,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01,0,0,0,0.01,13,1,Nintendo,1737,3.784189634,0,0,0,0,
17934,End of Nations,PC,2012,Strategy,Trion Worlds,0.01,0,0,0,0.01,14,0,PC,1737,0,0,0,0,0,Real Time Strategy (RTS)|Role-playing (RPG)|Strategy|Tactical
17935,The Sims 2: Celebration Stuff,PC,2007,Simulation,Electronic Arts,0,0.01,0,0,0.01,29,1,PC,2687,6.665683718,0,0,52.07280515,10,Role-playing (RPG)|Simulator|Strategy|Adventure
17936,Inversion,PC,2012,Shooter,Namco Bandai,0.01,0,0,0,0.01,9,0,PC,1737,5.472270674,0,54,58.58866334,55,Shooter
17937,Secret Mysteries in London,3DS,2011,Puzzle,Unknown,0,0.01,0,0,0.01,26,0,Nintendo,3488,6.003887067,0,0,0,0,Point-and-click|Puzzle|Adventure
17938,Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0,0,0.01,0,0.01,24,0,Sony,1737,4.356708827,0,0,0,0,Visual Novel
17939,Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0,0,0.01,0,0.01,32,1,Sony,1737,3.931825633,0,86.5,81.31025235,29,Fighting|Arcade
17940,WORKxWORK,NS,2018,Role-Playing,FuRyu Corporation,0,0,0.01,0,0.01,9,0,Other,1570,2.995732274,0,0,0,0,
17941,Yuuna and the Haunted Hot Springs: Steam Dungeon,PS4,2018,Role-Playing,FuRyu Corporation,0,0,0.01,0,0.01,48,1,Sony,1570,2.944438979,0,0,0,0,Role-playing (RPG)
17942,Heartful Simulator Pachi-Slot: To Heart 2,PS3,2012,Misc,Aqua Plus,0,0,0.01,0,0.01,41,1,Sony,1737,3.218875825,0,0,0,0,Simulator
17943,Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0,0,0.01,0,0.01,21,0,Sony,1737,4.094344562,0,0,0,0,
17944,Chibi * Devi!,3DS,2012,Misc,Alchemist,0,0,0.01,0,0.01,13,0,Nintendo,1737,4.077537444,0,0,0,0,
17945,Transformers: Fall of Cybertron,PC,2012,Action,Activision,0.01,0,0,0,0.01,31,1,PC,1737,7.036148494,0,80.63636364,76.87564207,62,Shooter|Adventure
17946,Grand Theft Auto Online,PS3,2013,Misc,Take-Two Interactive,0,0.01,0,0,0.01,23,0,Sony,1893,5.983936281,0,94,89.23642015,54,Shooter|Adventure
17947,Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,Ackkstudios,0,0,0.01,0,0.01,39,1,Sony,1737,2.302585093,0,0,0,0,
17948,Muv-Luv,PS3,2012,Misc,5pb,0,0,0.01,0,0.01,7,0,Sony,1737,4.369447852,0,0,0,0,
17949,Rave Master: Special Attack Force!,GBA,2005,Fighting,Konami,0.01,0,0,0,0.01,34,1,Nintendo,1927,5.783825182,0,0,0,0,Fighting
17950,Call of Juarez,PC,2007,Shooter,Ubisoft,0,0.01,0,0,0.01,14,0,PC,2687,6.432940093,0,74.6,74.31337112,164,Shooter
17951,Muv-Luv Alternative,PS3,2012,Simulation,5pb,0,0,0.01,0,0.01,19,0,Sony,1737,4.343805422,0,0,0,0,Adventure|Visual Novel
17952,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0,0,0.01,0,0.01,24,0,Sony,1737,4.33073334,0,0,0,0,Visual Novel
17953,NG,PSV,2018,Adventure,Experience Inc.,0,0,0.01,0,0.01,2,0,Sony,1570,2.48490665,0,0,0,0,
17954,Kimi no Hitomi ni Hit Me,PSV,2018,Visual Novel,Entergram,0,0,0.01,0,0.01,24,0,Sony,1570,2.772588722,0,0,0,0,Visual Novel
17955,NBA 2K13,PSP,2012,Sports,2K Sports,0,0,0,0,0.01,8,0,Sony,1737,3.583518938,0,74.5,76.32545588,56,"Simulator, Sport, Strategy"
17956,Winning Post 7 2013,PSP,2013,Sports,Tecmo Koei,0,0,0.01,0,0.01,19,1,Sony,1893,5.624017506,0,0,0,0,Racing|Simulator|Sport
17957,Ninja Gaiden Sigma 2,PSV,2013,Action,Tecmo Koei,0,0,0.01,0,0.01,20,1,Sony,1893,5.627621114,0,80,80.47520821,36,Hack and slash/Beat 'em up|Adventure
17958,Hyper Fighters,Wii,2011,Simulation,Zoo Games,0.01,0,0,0,0.01,14,0,Nintendo,3488,4.007333185,0,0,40,1,Shooter
17959,Pirate Blast,Wii,2011,Shooter,Zoo Games,0.01,0,0,0,0.01,12,0,Nintendo,3488,3.988984047,0,0,0,0,Shooter
17960,Winter Sports 3: The Great Tournament,X360,2011,Sports,Zoo Games,0,0.01,0,0,0.01,37,1,Microsoft,3488,3.970291914,0,0,0,0,Sport
17961,BlazBlue: Continuum Shift EXTEND,PSP,2012,Fighting,Arc System Works,0,0,0.01,0,0.01,32,1,Sony,1737,3.951243719,0,86.5,81.31025235,29,Fighting|Arcade
17962,Phi Brain: Kizuna no Puzzle,PSP,2012,Misc,Arc System Works,0,0,0.01,0,0.01,27,1,Sony,1737,3.970291914,0,0,0,0,
17963,The Train Giant,PC,2012,Strategy,Ascaron Entertainment,0,0.01,0,0,0.01,15,0,PC,1737,2.302585093,0,0,0,0,Simulator
17964,Chameleon: To Dye For!,DS,2007,Puzzle,UFO Interactive,0.01,0,0,0,0.01,22,1,Nintendo,2687,1.791759469,0,0,0,0,Puzzle
17965,God Wars: Nihon Shinwa Taisen,PSV,2018,Role-Playing,Kadokawa Games,0,0,0.01,0,0.01,29,1,Sony,1570,3.401197382,0,0,0,0,
17966,God Wars: Nihon Shinwa Taisen,PS4,2018,Role-Playing,Kadokawa Games,0,0,0.01,0,0.01,29,1,Sony,1570,3.36729583,0,0,0,0,
17967,Tokimeki Restaurant: Project Tristars,PSV,2018,Visual Novel,KOEI,0,0,0.01,0,0.01,37,1,Sony,1570,5.043425117,0,0,0,0,Simulator|Visual Novel
17968,Shiro to Kuro no Alice: Twilight Line,PSV,2018,Visual Novel,Idea Factory,0,0,0.01,0,0.01,37,1,Sony,1570,5.620400866,0,0,0,0,Visual Novel
17969,Nil Admirari no Tenbin: Irodori Nadeshiko,NS,2018,Visual Novel,Idea Factory,0,0,0.01,0,0.01,41,1,Other,1570,5.616771098,0,0,0,0,Visual Novel
17970,"Tengai ni Mau, Iki na Hana",PSV,2018,Visual Novel,Idea Factory,0,0,0.01,0,0.01,26,0,Sony,1570,5.613128106,0,0,0,0,Adventure|Visual Novel
17971,Ikemen Sengoku: Toki o Kakeru Koi - Aratanaru Deai,PSV,2018,Visual Novel,Idea Factory,0,0,0.01,0,0.01,50,1,Sony,1570,5.609471795,0,0,0,0,
